Hostname,Last Seen,First Seen,Platform,OS Version,OS Build,OS Product Name,Kernel Version,Model,Manufacturer,Type,Chassis,OU,Site,Prevention Policy,Response Policy,Sensor Update Policy,USB Device Policy,Host ID,Local IP,Connection IP,Default Gateway IP,External IP,Domain,MAC Address,Connection MAC Address,Status,CPUID,Serial Number,Sensor Version,Sensor Tags,Cloud Service Provider,Cloud Service Account ID,Cloud Service Instance ID,Cloud Service Zone/Group,RFM,Deployment Type,Email,Pod ID,Pod Name,Pod Namespace,Pod Labels,Pod Annotations,Pod IP4,Pod IP6,Pod Hostname,Pod Host IP4,Pod Host IP6,Pod Service Account Name,Host Groups
5420-H7W5BK3,2023-05-02T17:21:30Z,2023-03-16T18:47:20Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,DM,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:31 UTC","Full Response - Base
16 Mar 23 18:55 UTC","Windows Workstations N-1
29 Mar 23 15:08 UTC","Monitor - TCB - Base
16 Mar 23 18:55 UTC",3c70c6c39c0a4986a47ea7a92de02452,10.128.181.67,10.128.181.67,10.128.252.1,63.98.103.66,tcbna.net,a0-29-19-c1-d7-d1,a0-29-19-c1-d7-d1,normal,526017,H7W5BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-BSPWBK3,2023-05-02T16:34:02Z,2022-01-28T17:27:06Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:20 UTC","Full Response - Base
28 Jan 22 17:28 UTC","Windows Workstations N-1
29 Mar 23 14:34 UTC","Monitor - TCB - Base
28 Mar 23 19:13 UTC",721cdb22e4ee4a3a86a30fa8eb3bc495,192.168.86.249,192.168.86.249,192.168.86.1,70.114.97.116,tcbna.net,d4-54-8b-61-46-0d,d4-54-8b-61-46-0d,normal,526017,BSPWBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5430-8JZXPN3,2023-05-01T21:36:24Z,2022-10-18T02:45:51Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2728,Latitude 5430,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
01 May 23 15:02 UTC","Full Response - Base
18 Oct 22 02:52 UTC","Windows Workstations N-1
29 Mar 23 16:33 UTC","Monitor - TCB - Base
28 Mar 23 19:18 UTC",befb8d83fd8545ca86026bb6900eba8d,192.168.12.24,192.168.12.24,192.168.12.1,69.123.80.112,tcbna.net,f8-9e-94-8e-98-51,f8-9e-94-8e-98-51,normal,591524,8JZXPN3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5560-3VKTGK3,2023-05-02T17:29:29Z,2021-12-22T19:23:15Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Precision 5560,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:34 UTC","Full Response - Base
22 Dec 21 19:25 UTC","Windows Workstations N-1
29 Mar 23 02:56 UTC","Monitor - TCB - Base
29 Mar 23 14:49 UTC",81610acae4824e92a7041f9f9e3969b0,10.161.130.106,10.161.130.106,192.168.1.254,76.203.46.183,tcbna.net,00-05-9a-3c-7a-00,00-05-9a-3c-7a-00,normal,526033,3VKTGK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
3460-6VRD3Q3,2023-05-02T17:18:07Z,2022-07-14T22:25:39Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Precision 3460,Dell Inc.,Workstation,Desktop,Workstations,DM,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
14 Jul 22 22:34 UTC","Windows Workstations N-1
29 Mar 23 03:11 UTC","Monitor - TCB - Base
19 Sep 22 10:33 UTC",a0be5abae0fd4796948c7e7c89a6438f,10.128.71.11,10.128.71.11,10.128.71.1,63.98.103.66,tcbna.net,08-92-04-db-b9-c8,08-92-04-db-b9-c8,normal,591474,6VRD3Q3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-8FFVBK3,2023-05-02T13:22:29Z,2023-01-12T05:52:02Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2486,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,SM,"TCB - Workstation Prevent Dynamic 
01 May 23 20:27 UTC","Full Response - Base
12 Jan 23 06:01 UTC","Windows Workstations N-1
11 Apr 23 19:41 UTC","Monitor - TCB - Base
12 Jan 23 06:01 UTC",95e874ddc9194883bc8038a7bf323ff0,10.132.244.126,10.132.244.126,10.132.244.1,63.98.103.73,tcbna.net,bc-09-1b-5a-cf-2b,bc-09-1b-5a-cf-2b,normal,526017,8FFVBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-JPFR5D3,2023-05-02T17:09:19Z,2021-09-27T14:01:59Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:24 UTC","Full Response - Base
30 Nov 21 13:45 UTC","Windows Workstations N-1
29 Mar 23 12:48 UTC","Monitor - TCB - Base
15 Mar 23 01:12 UTC",cb294aa5f7f244c78f189aaaccd46b9a,10.161.129.233,10.161.129.233,10.132.180.1,99.164.33.159,tcbna.net,00-05-9a-3c-7a-00,00-05-9a-3c-7a-00,normal,526017,JPFR5D3,6.52.16606.0,"FalconGroupingTags/DellTesting, FalconGroupingTags/DellTestingPrevent",,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-8KPQ5D3,2023-05-02T17:28:35Z,2022-07-28T18:58:48Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,DM,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:44 UTC","Full Response - Base
28 Jul 22 19:09 UTC","Windows Workstations N-1
29 Mar 23 12:42 UTC","Monitor - TCB - Base
13 Apr 23 21:28 UTC",c7c928bcc6d74d998316cf9a4b76c0a1,10.128.252.88,10.177.130.95,192.168.254.254,63.98.103.66,tcbna.net,80-b6-55-8f-0d-9a,00-05-9a-3c-7a-00,normal,526017,8KPQ5D3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-F816BK3,2023-05-02T17:09:36Z,2022-05-26T02:34:19Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
26 May 22 02:41 UTC","Windows Workstations N-1
29 Mar 23 12:37 UTC","Monitor - TCB - Base
28 Mar 23 19:13 UTC",7e9e181e7cc94b68b18891fd980d616b,10.132.163.24,10.132.163.24,10.132.163.1,63.98.103.65,tcbna.net,a0-29-19-c5-05-7a,a0-29-19-c5-05-7a,normal,526017,F816BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5560-53S43J3,2023-05-02T17:10:53Z,2022-08-11T02:05:19Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Precision 5560,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:21 UTC","Full Response - Base
11 Aug 22 02:13 UTC","Windows Workstations N-1
29 Mar 23 03:32 UTC","Monitor - TCB - Base
13 Apr 23 14:59 UTC",73b4114b62d547c28d0692a6122e4ee9,10.177.129.217,10.177.129.217,192.168.68.1,68.250.100.150,tcbna.net,00-05-9a-3c-7a-00,00-05-9a-3c-7a-00,normal,526033,53S43J3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-JBWTBK3,2023-05-02T17:13:00Z,2023-02-02T00:16:26Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RT,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:24 UTC","Full Response - Base
02 Feb 23 00:23 UTC","Windows Workstations N-1
29 Mar 23 13:56 UTC","Monitor - TCB - Base
02 Feb 23 00:23 UTC",ceb0c1c553a7451ea454b457b1667291,10.136.192.51,10.136.192.51,10.136.192.1,63.98.103.65,tcbna.net,a0-29-19-c3-81-01,a0-29-19-c3-81-01,normal,526017,JBWTBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-3D9VBK3,2023-05-02T17:18:58Z,2022-09-08T05:23:07Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:17 UTC","Full Response - Base
08 Sep 22 05:31 UTC","Windows Workstations N-1
29 Mar 23 12:37 UTC","Monitor - TCB - Base
13 Apr 23 17:22 UTC",dacb60a2db624f7188d55fe0a690bcdc,10.177.130.142,192.168.2.128,192.168.2.1,63.98.103.65,tcbna.net,00-05-9a-3c-7a-00,f4-26-79-fe-7d-47,normal,526017,3D9VBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-B3LB9K3,2023-05-02T02:52:25Z,2022-07-27T05:30:37Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RT,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:34 UTC","Full Response - Base
27 Jul 22 05:37 UTC","Windows Workstations N-1
29 Mar 23 13:37 UTC","Monitor - TCB - Base
27 Jul 22 06:07 UTC",fb85c11599884dd5a64a59c691d45cd4,10.177.130.91,10.177.130.91,192.168.1.254,75.51.229.128,tcbna.net,00-05-9a-3c-7a-00,00-05-9a-3c-7a-00,normal,526017,B3LB9K3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-929R5D3,2023-05-02T16:44:00Z,2022-05-11T23:22:20Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
01 May 23 15:29 UTC","Full Response - Base
11 May 22 23:30 UTC","Windows Workstations N-1
29 Mar 23 15:32 UTC","Monitor - TCB - Base
11 May 22 23:30 UTC",285d31a5cf9c4121b16721b00915e85a,10.177.130.120,10.177.130.120,192.168.86.1,63.98.103.64,tcbna.net,00-05-9a-3c-7a-00,00-05-9a-3c-7a-00,normal,526017,929R5D3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-CRYS5D3,2023-05-02T17:08:33Z,2021-12-06T21:27:05Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,"RJVPN, Workstations",DM,"TCB - Workstation Prevent Dynamic 
02 May 23 13:43 UTC","Full Response - Base
06 Dec 21 21:57 UTC","Windows Workstations N-1
29 Mar 23 03:23 UTC","Monitor - TCB - Base
29 Mar 23 07:33 UTC",78dc6eeb508f49188f92a7e2f5801f4f,10.226.118.169,10.128.181.29,10.128.181.1,63.98.103.66,tcbna.net,38-14-28-d7-a9-39,38-14-28-d7-a9-39,normal,526017,CRYS5D3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-1VR7BK3,2023-05-02T17:31:49Z,2022-02-22T17:01:02Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:19 UTC","Full Response - Base
22 Feb 22 17:05 UTC","Windows Workstations N-1
29 Mar 23 13:32 UTC","Monitor - TCB - Base
14 Apr 23 04:24 UTC",ca3580267d4b436b949e06d0d0bf23e7,10.10.141.38,10.10.141.38,10.10.141.1,98.199.91.36,tcbna.net,a0-29-19-c4-7a-fc,a0-29-19-c4-7a-fc,normal,526017,1VR7BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-2WHR1J3,2023-05-02T16:48:31Z,2021-12-08T20:42:19Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
01 May 23 12:50 UTC","Full Response - Base
08 Dec 21 20:49 UTC","Windows Workstations N-1
29 Mar 23 02:45 UTC","Monitor - TCB - Base
13 Apr 23 21:26 UTC",0b634cfe47d64afba3bd08c3baa9100b,10.132.244.136,10.177.131.123,192.168.1.254,104.6.209.167,tcbna.net,7c-70-db-8c-cf-8f,00-05-9a-3c-7a-00,normal,526017,2WHR1J3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-66KL3M3,2023-05-02T17:15:09Z,2022-08-31T03:09:50Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:34 UTC","Full Response - Base
31 Aug 22 03:16 UTC","Windows Workstations N-1
29 Mar 23 13:40 UTC","Monitor - TCB - Base
19 Sep 22 10:18 UTC",b156fc62c38f4c7ca49b980f0763ccd0,10.136.180.28,10.136.180.28,10.136.180.1,63.98.103.65,tcbna.net,a0-29-19-e4-d7-93,a0-29-19-e4-d7-93,normal,526017,66KL3M3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-3P16BK3,2023-05-02T17:24:23Z,2023-03-18T04:45:38Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2846,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,DM,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
18 Mar 23 04:48 UTC","Windows Workstations N-1
10 Apr 23 20:19 UTC","Monitor - TCB - Base
13 Apr 23 15:25 UTC",ffeb74333f2e40b6a7aa922df9fb962d,10.128.76.22,10.128.76.22,10.128.76.1,63.98.103.66,tcbna.net,a0-29-19-c5-0e-4d,a0-29-19-c5-0e-4d,normal,526017,3P16BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
260-PC0J6ZTA,2023-05-02T17:25:20Z,2022-02-27T19:30:38Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,20F6005HUS,LENOVO,Workstation,Laptop,Windows 10,RT,"TCB - Win Workstation Prevent No Quarantine
28 Apr 23 20:24 UTC","Full Response - Base
01 Apr 22 20:41 UTC","Windows Workstations N-1
29 Mar 23 02:58 UTC","platform_default
14 Apr 23 04:27 UTC",4137f3d5ea524763b081692182e18c69,10.136.182.52,10.136.182.52,10.136.182.1,63.98.103.65,tcbna.net,c8-5b-76-b7-53-f2,c8-5b-76-b7-53-f2,normal,263907,PC0J6ZTA,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations Lenovo,Workstations TCBNA.net"
5420-96DS5D3,2023-05-02T17:15:10Z,2021-11-06T19:34:04Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:25 UTC","Full Response - Base
30 Nov 21 16:26 UTC","Windows Workstations N-1
29 Mar 23 13:54 UTC","Monitor - TCB - Base
28 Mar 23 19:18 UTC",f3e35f77936746d89620be8adfbc6125,10.128.180.43,10.128.180.43,10.128.248.1,63.98.103.66,tcbna.net,38-14-28-d8-90-c7,38-14-28-d8-90-c7,normal,526017,96DS5D3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-5ZKB9K3,2023-05-02T17:27:39Z,2022-01-13T18:14:05Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RT,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:35 UTC","Full Response - Base
13 Jan 22 18:15 UTC","Windows Workstations N-1
29 Mar 23 02:07 UTC","Monitor - TCB - Base
29 Mar 23 00:07 UTC",26e92bb1d6c948c49f328fa248e39950,10.132.244.238,10.132.244.238,10.132.244.1,63.98.103.65,tcbna.net,f4-26-79-fd-15-6f,f4-26-79-fd-15-6f,normal,526017,5ZKB9K3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-44WTBK3,2023-05-02T17:22:40Z,2022-07-30T18:23:15Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,DM,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:23 UTC","Full Response - Base
30 Jul 22 18:31 UTC","Windows Workstations N-1
29 Mar 23 13:36 UTC","Monitor - TCB - Base
27 Apr 23 02:28 UTC",0d43a4e819aa4fd99545c6b352f2a9f2,10.128.76.16,10.128.76.16,10.128.248.1,99.174.198.92,tcbna.net,a0-29-19-c5-04-b6,a0-29-19-c5-04-b6,normal,526017,44WTBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-2403VQ3,2023-05-02T17:30:07Z,2023-01-11T02:07:59Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:29 UTC","Full Response - Base
11 Jan 23 02:15 UTC","Windows Workstations N-1
29 Mar 23 03:24 UTC","Monitor - TCB - Base
13 Apr 23 21:26 UTC",be16d54602b547bba689973c5cec55ed,10.10.141.23,10.10.141.23,10.0.0.1,63.98.103.64,tcbna.net,cc-96-e5-9b-68-35,cc-96-e5-9b-68-35,normal,526017,2403VQ3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5560-289LZH3,2023-05-02T17:34:35Z,2022-01-04T17:14:25Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Precision 5560,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:34 UTC","Full Response - Base
04 Jan 22 17:15 UTC","Windows Workstations N-1
29 Mar 23 12:08 UTC","Monitor - TCB - Base
13 Apr 23 11:10 UTC",e5ad28e86fdf4bb5b87509bb963cafd0,10.161.130.162,10.161.130.162,192.168.1.254,99.6.79.98,tcbna.net,00-05-9a-3c-7a-00,00-05-9a-3c-7a-00,normal,526033,289LZH3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-1D03VQ3,2023-05-02T17:32:23Z,2022-08-02T20:11:13Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,HP,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:34 UTC","Full Response - Base
02 Aug 22 20:18 UTC","Windows Workstations N-1
29 Mar 23 03:34 UTC","Monitor - TCB - Base
14 Apr 23 02:57 UTC",8a6a8449fa0f4f7aa429a83c72679144,10.10.130.30,10.10.130.30,192.168.1.254,63.98.103.76,tcbna.net,cc-96-e5-9b-67-ad,cc-96-e5-9b-67-ad,normal,526017,1D03VQ3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-59R7BK3,2023-05-02T17:16:06Z,2022-01-13T22:21:51Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
01 May 23 14:04 UTC","Full Response - Base
13 Jan 22 22:24 UTC","Windows Workstations N-1
29 Mar 23 12:28 UTC","Monitor - TCB - Base
13 Apr 23 12:38 UTC",52902ea19ea04afe87fa889820d51f09,10.132.248.189,10.132.248.189,10.132.248.1,63.98.103.65,tcbna.net,d4-54-8b-62-59-b2,d4-54-8b-62-59-b2,normal,526017,59R7BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-3MGS3M3,2023-05-02T17:36:52Z,2022-05-02T15:47:20Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,"RJVPN, Workstations",FT,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:16 UTC","Full Response - Base
02 May 22 15:54 UTC","Windows Workstations N-1
29 Mar 23 02:15 UTC","Monitor - TCB - Base
13 Apr 23 14:35 UTC",95d55ae744444167ae7204cf02079815,10.10.34.51,10.10.34.51,10.10.34.1,63.98.103.72,tcbna.net,a0-29-19-ea-7e-c2,a0-29-19-ea-7e-c2,normal,526017,3MGS3M3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-FQQVBK3,2023-05-02T17:22:11Z,2022-12-14T22:15:37Z,Windows,Windows 10,19045,Windows 10 Enterprise,10.0.19045.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:32 UTC","Full Response - Base
14 Dec 22 22:22 UTC","Windows Workstations N-1
29 Mar 23 13:44 UTC","Monitor - TCB - Base
13 Apr 23 14:35 UTC",58f668eb2221454b804973404d022799,10.128.248.253,10.128.248.253,10.128.248.1,69.231.77.122,tcbna.net,d4-54-8b-60-75-25,d4-54-8b-60-75-25,normal,526017,FQQVBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-132VBK3,2023-05-02T17:21:29Z,2022-10-13T23:23:58Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RT,"TCB - Workstation Prevent Dynamic 
28 Apr 23 23:07 UTC","Full Response - Base
13 Oct 22 23:33 UTC","Windows Workstations N-1
29 Mar 23 13:41 UTC","Monitor - TCB - Base
14 Apr 23 07:09 UTC",b88fa6bbe94e4bd99c356b5e944cbc8f,192.168.86.22,192.168.86.22,192.168.86.1,63.98.103.65,tcbna.net,bc-09-1b-5a-c4-54,bc-09-1b-5a-c4-54,normal,526017,132VBK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-CN16BK3,2023-05-02T17:30:31Z,2022-01-28T19:46:03Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RT,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:31 UTC","Full Response - Base
28 Jan 22 19:46 UTC","Windows Workstations N-1
29 Mar 23 13:23 UTC","Monitor - TCB - Base
13 Apr 23 16:45 UTC",4b71e71c2ea34456a843fd85520ca2e3,10.136.182.27,10.161.130.11,192.168.254.254,63.98.103.65,tcbna.net,a0-29-19-c6-a7-24,00-05-9a-3c-7a-00,normal,526017,CN16BK3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-HS3S3M3,2023-05-02T17:27:59Z,2022-03-25T19:23:36Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,Workstations,RL,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:28 UTC","Full Response - Base
26 Apr 22 14:24 UTC","Windows Workstations N-1
29 Mar 23 01:29 UTC","Monitor - TCB - Base
13 Apr 23 14:39 UTC",4a7dbf54c00847c282b6535384172b4b,10.132.244.212,10.132.244.212,10.132.244.1,63.98.103.65,tcbna.net,20-c1-9b-bf-d5-83,20-c1-9b-bf-d5-83,normal,526017,HS3S3M3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
5420-G19F9K3,2023-05-02T17:29:08Z,2022-03-22T21:12:11Z,Windows,Windows 10,19044,Windows 10 Enterprise,10.0.19044.2728,Latitude 5420,Dell Inc.,Workstation,Laptop,"RJVPN, Workstations",RD,"TCB - Workstation Prevent Dynamic 
28 Apr 23 20:30 UTC","Full Response - Base
22 Mar 22 21:22 UTC","Windows Workstations N-1
29 Mar 23 11:55 UTC","Monitor - TCB - Base
13 Apr 23 14:39 UTC",06ffef9b3615430e91ee67440087edcf,10.132.244.118,10.10.82.160,10.10.82.1,136.49.64.175,tcbna.net,f4-26-79-ff-1b-2b,a0-29-19-45-89-6a,normal,526017,G19F9K3,6.52.16606.0,,,,,,no,,,,,,,,,,,,,,"Windows Workstations - Detect - Dynamic,Windows Workstations - Prevent - Dynamic,Workstations TCBNA.net"
